"","PD_DESC","OFNS_DESC","LAW_CAT_CD","AGE_GROUP","PERP_SEX","PERP_RACE","Latitude","Longitude","YEAR"
"11190","RECKLESS ENDANGERMENT 2","OFFENSES AGAINST THE PERSON","M","18-24","M","WHITE HISPANIC",40.706120038,-73.876963189,2017
"11191","LARCENY,GRAND FROM OPEN AREAS,UNCLASSIFIED","GRAND LARCENY","F","25-44","M","BLACK",40.765397475,-73.9857022639999,2017
"11192","PUBLIC ADMINISTRATION,UNCLASSIFIED FELONY","MISCELLANEOUS PENAL LAW","F","45-64","M","WHITE HISPANIC",40.671110834,-73.913563363,2017
"11193","THEFT OF SERVICES, UNCLASSIFIED","OTHER OFFENSES RELATED TO THEFT","M","25-44","M","WHITE",40.757240531,-73.9897936369999,2017
"11194","TRESPASS 2, CRIMINAL","CRIMINAL TRESPASS","M","18-24","F","BLACK",40.7897884650001,-73.944517181,2017
"11195","ROBBERY,UNCLASSIFIED,OPEN AREAS","ROBBERY","F","<18","M","ASIAN / PACIFIC ISLANDER",40.7620438930001,-73.827329581,2017
"11196","MISCHIEF,CRIMINAL     UNCLASSIFIED 4TH DEG","CRIMINAL MISCHIEF & RELATED OFFENSES","M","45-64","M","BLACK",40.677605279,-73.82821878,2017
"11197","TRAFFIC,UNCLASSIFIED MISDEMEAN","VEHICLE AND TRAFFIC LAWS","M","25-44","M","BLACK",40.7088811190001,-73.818706033,2017
"11198","ASSAULT 3","ASSAULT 3 & RELATED OFFENSES","M","18-24","M","ASIAN / PACIFIC ISLANDER",40.575568096,-73.980933647,2017
"11199","RESISTING ARREST","OFFENSES AGAINST PUBLIC ADMINISTRATION","M","25-44","M","BLACK",40.7433349890001,-73.984079429,2017
"11200","STOLEN PROPERTY 3,POSSESSION","POSSESSION OF STOLEN PROPERTY 5","M","<18","M","BLACK HISPANIC",40.836843178,-73.850809958,2017
"11201","THEFT OF SERVICES, UNCLASSIFIED","OTHER OFFENSES RELATED TO THEFT","M","<18","M","BLACK",40.824040004,-73.944759612,2017
"11202","CONTROLLED SUBSTANCE, POSSESSION 7","DANGEROUS DRUGS","M","25-44","M","BLACK",40.8118117600001,-73.9383286509999,2017
"11203","ASSAULT 3","ASSAULT 3 & RELATED OFFENSES","M","45-64","M","WHITE",40.5741401280001,-74.106007765,2017
"11204","CONTROLLED SUBSTANCE, INTENT TO SELL 5","DANGEROUS DRUGS","F","<18","M","BLACK HISPANIC",40.847334887,-73.903741652,2017
"11205","ASSAULT 3","ASSAULT 3 & RELATED OFFENSES","M","45-64","F","BLACK HISPANIC",40.5919747190001,-73.794056674,2017
"11206","AGGRAVATED HARASSMENT 2","OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV","M","25-44","M","BLACK",40.810398494,-73.9248953109999,2017
"11207","LARCENY,GRAND FROM PERSON,UNCLASSIFIED","GRAND LARCENY","F","25-44","M","WHITE HISPANIC",40.6745632940001,-73.999662567,2017
"11208","ASSAULT 3","ASSAULT 3 & RELATED OFFENSES","M","18-24","M","ASIAN / PACIFIC ISLANDER",40.755978193,-73.91261223,2017
"11209","ROBBERY,UNCLASSIFIED,OPEN AREAS","ROBBERY","F","25-44","M","BLACK",40.6488671330001,-73.9508218999999,2017
"11210","RECKLESS ENDANGERMENT 2","OFFENSES AGAINST THE PERSON","M","25-44","F","BLACK",40.6443833450001,-73.889339568,2017
"11211","CHILD, ENDANGERING WELFARE","SEX CRIMES","M","25-44","F","BLACK HISPANIC",40.7430801680001,-73.954736461,2017
"11212","ADM.CODE,UNCLASSIFIED VIOLATION","ADMINISTRATIVE CODE","V","25-44","M","WHITE HISPANIC",40.6490311840001,-74.006243048,2017
"11213","TRAFFIC,UNCLASSIFIED MISDEMEAN","VEHICLE AND TRAFFIC LAWS","M","25-44","M","BLACK",40.612463883,-74.0923136329999,2017
"11214","WEAPONS, POSSESSION, ETC","DANGEROUS WEAPONS","M","45-64","M","BLACK",40.6840607500001,-73.9774592919999,2017
"11215","CONTEMPT,CRIMINAL","OFFENSES AGAINST PUBLIC ADMINISTRATION","M","25-44","M","BLACK",40.8831199200001,-73.9033209689999,2017
"11216","OBSTR BREATH/CIRCUL","ASSAULT 3 & RELATED OFFENSES","M","25-44","M","BLACK",40.6487067690001,-73.905130941,2017
"11217","LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED","PETIT LARCENY","M","25-44","M","BLACK",40.6517009040001,-73.868446751,2017
"11218","INTOXICATED DRIVING,ALCOHOL","INTOXICATED & IMPAIRED DRIVING","M","25-44","M","WHITE HISPANIC",40.6388651710001,-74.0227120879999,2017
"11219","NY STATE LAWS,UNCLASSIFIED FELONY","OTHER STATE LAWS","F","25-44","M","BLACK",40.6253636710001,-74.082460842,2017
"11220","MARIJUANA, POSSESSION","MISCELLANEOUS PENAL LAW","V","18-24","M","WHITE HISPANIC",40.697549404,-73.9467180619999,2017
"11221","NY STATE LAWS,UNCLASSIFIED MISDEMEANOR","OTHER STATE LAWS (NON PENAL LAW)","M","25-44","F","WHITE HISPANIC",40.7572938000001,-73.9781167189999,2017
"11222","RECKLESS ENDANGERMENT 1","MISCELLANEOUS PENAL LAW","F","18-24","M","BLACK",40.857380827,-73.88601728,2017
"11223","LARCENY,GRAND FROM PERSON,UNCLASSIFIED","GRAND LARCENY","F","25-44","M","WHITE HISPANIC",40.7565946780001,-73.8756030179999,2017
"11224","RECKLESS DRIVING","VEHICLE AND TRAFFIC LAWS","M","25-44","M","BLACK",40.8278073210001,-73.848514038,2017
"11225","THEFT OF SERVICES, UNCLASSIFIED","OTHER OFFENSES RELATED TO THEFT","M","45-64","M","BLACK",40.6591209420001,-73.8992195879999,2017
"11226","STOLEN PROPERTY 3,POSSESSION","POSSESSION OF STOLEN PROPERTY 5","M","18-24","M","WHITE HISPANIC",40.740160775,-73.9765742439999,2017
"11227","THEFT OF SERVICES, UNCLASSIFIED","OTHER OFFENSES RELATED TO THEFT","M","45-64","M","BLACK",40.815929553,-73.9451673569999,2017
"11228","LEWDNESS,PUBLIC","OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV","M","25-44","M","BLACK",40.805928979,-73.9232206839999,2017
"11229","ASSAULT 3","ASSAULT 3 & RELATED OFFENSES","M","25-44","M","WHITE HISPANIC",40.806201152,-73.9159887289999,2017
"11230","LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED","PETIT LARCENY","M","25-44","F","WHITE HISPANIC",40.704519831,-73.893470403,2017
"11231","CONTROLLED SUBSTANCE, POSSESSION 7","DANGEROUS DRUGS","M","25-44","M","BLACK",40.7629334900001,-73.995384438,2017
"11232","CONTROLLED SUBSTANCE, POSSESSION 7","DANGEROUS DRUGS","M","45-64","M","BLACK",40.66972779,-73.8972641679999,2017
"11233","THEFT OF SERVICES, UNCLASSIFIED","OTHER OFFENSES RELATED TO THEFT","M","25-44","M","BLACK",40.8160888740001,-73.917688689,2017
"11234","TRESPASS 2, CRIMINAL","CRIMINAL TRESPASS","M","25-44","M","WHITE HISPANIC",40.814787465,-73.9575019649999,2017
"11235","FORGERY,ETC.,UNCLASSIFIED-FELONY","FORGERY","F","25-44","M","BLACK",40.8092793540001,-73.940176921,2017
"11236","STOLEN PROPERTY 3,POSSESSION","POSSESSION OF STOLEN PROPERTY 5","M","18-24","M","BLACK",40.6606646810001,-73.8857875259999,2017
"11237","ASSAULT 2,1,UNCLASSIFIED","FELONY ASSAULT","F","18-24","F","BLACK",40.815929553,-73.9451673569999,2017
"11238","PUBLIC ADMINISTRATION,UNCLASSIFIED FELONY","MISCELLANEOUS PENAL LAW","F","25-44","M","WHITE HISPANIC",40.706290365,-73.950350331,2017
"11239","TRAFFIC,UNCLASSIFIED MISDEMEAN","VEHICLE AND TRAFFIC LAWS","M","45-64","M","BLACK",40.7967489420001,-73.929194181,2017
"11240","ASSAULT 2,1,PEACE OFFICER","FELONY ASSAULT","F","25-44","M","BLACK",40.6306821590001,-73.97355397,2017
"11241","THEFT OF SERVICES, UNCLASSIFIED","OTHER OFFENSES RELATED TO THEFT","M","25-44","M","BLACK",40.7560435350001,-73.986949544,2017
"11242","ASSAULT 3","ASSAULT 3 & RELATED OFFENSES","M","45-64","M","WHITE",40.767422712,-73.8195863879999,2017
"11243","NY STATE LAWS,UNCLASSIFIED MISDEMEANOR","OTHER STATE LAWS (NON PENAL LAW)","M","45-64","M","BLACK",40.800334261,-73.9456569719999,2017
"11244","THEFT OF SERVICES, UNCLASSIFIED","OTHER OFFENSES RELATED TO THEFT","M","25-44","M","WHITE HISPANIC",40.757240531,-73.9897936369999,2017
"11245","WEAPONS POSSESSION 3","DANGEROUS WEAPONS","F","18-24","M","BLACK",40.6315683970001,-73.9019596589999,2017
"11246","ASSAULT 2,1,UNCLASSIFIED","FELONY ASSAULT","F","18-24","M","WHITE",40.69879052,-73.9117783789999,2017
"11247","MARIJUANA, POSSESSION 4 & 5","DANGEROUS DRUGS","M","18-24","M","BLACK",40.69393684,-73.7465734629999,2017
"11248","AGGRAVATED HARASSMENT 2","OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV","M","25-44","F","BLACK HISPANIC",40.8233872910001,-73.87017045,2017
"11249","TRAFFIC,UNCLASSIFIED MISDEMEAN","VEHICLE AND TRAFFIC LAWS","M","25-44","F","WHITE",40.760956015,-73.764771598,2017
"11250","TRAFFIC,UNCLASSIFIED MISDEMEAN","VEHICLE AND TRAFFIC LAWS","M","18-24","M","BLACK",40.839874954,-73.940637305,2017
"11251","LARCENY,GRAND FROM OPEN AREAS,UNCLASSIFIED","GRAND LARCENY","F","18-24","M","BLACK",40.748553825,-73.9496295,2017
"11252","CONTEMPT,CRIMINAL","OFFENSES AGAINST PUBLIC ADMINISTRATION","M","25-44","F","BLACK",40.8262821320001,-73.920707638,2017
"11253","LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED","PETIT LARCENY","M","18-24","F","WHITE",40.7504307680001,-73.989282176,2017
"11254","ROBBERY,UNCLASSIFIED,OPEN AREAS","ROBBERY","F","18-24","M","WHITE HISPANIC",40.638670307,-74.168185223,2017
"11255","BAIL JUMPING 1 & 2","MISCELLANEOUS PENAL LAW","F","25-44","M","WHITE HISPANIC",40.7124114970001,-73.8262173,2017
"11256","ASSAULT 3","ASSAULT 3 & RELATED OFFENSES","M","25-44","F","BLACK",40.8652624340001,-73.896416174,2017
"11257","CONTROLLED SUBSTANCE, POSSESSION 7","DANGEROUS DRUGS","M","25-44","M","WHITE",40.6807983300001,-73.806300404,2017
"11258","AGGRAVATED HARASSMENT 2","OFF. AGNST PUB ORD SENSBLTY &","M","25-44","M","BLACK HISPANIC",40.8407838580001,-73.936252607,2017
"11259","ROBBERY,UNCLASSIFIED,OPEN AREAS","ROBBERY","F","25-44","M","BLACK",40.869407492,-73.879998313,2017
"11260","CONTROLLED SUBSTANCE, POSSESSION 7","DANGEROUS DRUGS","M","45-64","M","BLACK",40.7562662070001,-73.990501248,2017
"11261","WEAPONS POSSESSION 3","DANGEROUS WEAPONS","F","25-44","M","BLACK",40.5924787550001,-73.7996973469999,2017
"11262","TRAFFIC,UNCLASSIFIED MISDEMEANOR","VEHICLE AND TRAFFIC LAWS","M","18-24","M","WHITE",40.7066408800001,-73.806589602,2017
"11263","ADM.CODE,UNCLASSIFIED VIOLATION","ADMINISTRATIVE CODE","V","18-24","M","WHITE HISPANIC",40.6388288520001,-74.035960847,2017
"11264","ROBBERY,UNCLASSIFIED,OPEN AREAS","ROBBERY","F","18-24","M","BLACK",40.7290647500001,-73.811020132,2017
"11265","TRAFFIC,UNCLASSIFIED MISDEMEANOR","VEHICLE AND TRAFFIC LAWS","M","25-44","M","BLACK",40.644320141,-73.931539618,2017
"11266","ASSAULT 2,1,UNCLASSIFIED","FELONY ASSAULT","F","18-24","M","BLACK HISPANIC",40.6340442520001,-74.1236093749999,2017
"11267","FORGERY,ETC.-MISD.","OFFENSES INVOLVING FRAUD","M","25-44","M","BLACK HISPANIC",40.8624710330001,-73.9290157519999,2017
"11268","FORGERY,ETC.-MISD.","OFFENSES INVOLVING FRAUD","M","25-44","M","WHITE",40.895204963,-73.880110891,2017
"11269","ASSAULT 2,1,UNCLASSIFIED","FELONY ASSAULT","F","<18","M","BLACK",40.7893478930001,-73.947352413,2017
"11270","LARCENY,GRAND FROM PERSON,UNCLASSIFIED","GRAND LARCENY","F","18-24","F","BLACK",40.8233872910001,-73.87017045,2017
"11271","MISCHIEF,CRIMINAL,    UNCL 2ND DEG 3RD DEG","CRIMINAL MISCHIEF & RELATED OFFENSES","F","25-44","M","BLACK",40.726965067,-73.953116629,2017
"11272","CONTROLLED SUBSTANCE,INTENT TO SELL 3","DANGEROUS DRUGS","F","18-24","M","WHITE HISPANIC",40.842318439,-73.886588828,2017
"11273","AGGRAVATED HARASSMENT 2","OFF. AGNST PUB ORD SENSBLTY &","M","25-44","M","BLACK",40.726293088,-73.7347608489999,2017
"11274","","","F","45-64","M","BLACK",40.6954689410001,-73.982825079,2017
"11275","LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED","PETIT LARCENY","M","45-64","F","WHITE",40.6812465360001,-73.8469072359999,2017
"11276","ASSAULT 2,1,UNCLASSIFIED","FELONY ASSAULT","F","25-44","F","BLACK",40.887565833,-73.862294672,2017
"11277","LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED","PETIT LARCENY","M","25-44","F","BLACK",40.735035624,-73.991236768,2017
"11278","MARIJUANA, POSSESSION 4 & 5","DANGEROUS DRUGS","M","25-44","M","BLACK HISPANIC",40.8147239240001,-73.924507488,2017
"11279","UNAUTHORIZED USE VEHICLE 2","MISCELLANEOUS PENAL LAW","F","45-64","M","WHITE HISPANIC",40.7116385670001,-73.953715363,2017
"11280","FORGERY,ETC.-MISD.","OFFENSES INVOLVING FRAUD","M","<18","M","ASIAN / PACIFIC ISLANDER",40.7467324140001,-73.7580152529999,2017
"11281","ASSAULT 2,1,UNCLASSIFIED","FELONY ASSAULT","F","<18","M","BLACK",40.67036646,-73.9128469619999,2017
"11282","ASSAULT 3","ASSAULT 3 & RELATED OFFENSES","M","45-64","M","WHITE",40.698033928,-73.975287153,2017
"11283","LARCENY,GRAND FROM PERSON,UNCLASSIFIED","GRAND LARCENY","F","25-44","M","WHITE",40.737082284,-73.9829622999999,2017
"11284","BURGLARY,UNCLASSIFIED,UNKNOWN TIME","BURGLARY","F","<18","M","WHITE HISPANIC",40.853587401,-73.9005913559999,2017
"11285","TRAFFIC,UNCLASSIFIED MISDEMEANOR","VEHICLE AND TRAFFIC LAWS","M","25-44","M","BLACK",40.8866160430001,-73.86450637,2017
"11286","TRAFFIC,UNCLASSIFIED MISDEMEAN","VEHICLE AND TRAFFIC LAWS","M","25-44","M","WHITE",40.7026946710001,-73.9208293849999,2017
"11287","CONTROLLED SUBSTANCE, POSSESSION 7","DANGEROUS DRUGS","M","25-44","M","BLACK",40.6677153910001,-73.906354741,2017
"11288","RECKLESS DRIVING","VEHICLE AND TRAFFIC LAWS","M","25-44","M","BLACK",40.6752064250001,-73.810776179,2017
"11289","ASSAULT 3","ASSAULT 3 & RELATED OFFENSES","M","18-24","M","BLACK HISPANIC",40.743889053,-73.981560335,2017
"11290","THEFT OF SERVICES, UNCLASSIFIED","OTHER OFFENSES RELATED TO THEFT","M","25-44","M","WHITE HISPANIC",40.6936707730001,-73.8521652749999,2017
"11291","SEXUAL ABUSE 3,2","FORCIBLE TOUCHING","M","25-44","M","WHITE HISPANIC",40.753938938,-73.994843655,2017
"11292","LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED","PETIT LARCENY","M","25-44","M","BLACK",40.871678026,-73.897798251,2017
"11293","TRAFFIC,UNCLASSIFIED INFRACTION","OTHER TRAFFIC INFRACTION","M","25-44","F","BLACK",40.6836512410001,-74.000304312,2017
"11294","US CODE,UNCLASSIFIED","F.C.A. P.I.N.O.S.","","25-44","M","WHITE HISPANIC",40.8529084310001,-73.909340056,2017
"11295","TRESPASS 3, CRIMINAL","CRIMINAL TRESPASS","M","18-24","M","WHITE HISPANIC",40.750664208,-73.990866575,2017
"11296","LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED","PETIT LARCENY","M","25-44","F","WHITE HISPANIC",40.654751245,-74.007368032,2017
"11297","LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED","PETIT LARCENY","M","45-64","F","BLACK",40.793954865,-73.950310235,2017
"11298","PUBLIC ADMINISTRATION,UNCLASSIFIED FELONY","MISCELLANEOUS PENAL LAW","F","25-44","M","WHITE HISPANIC",40.6496926130001,-74.007338643,2017
"11299","ROBBERY,UNCLASSIFIED,OPEN AREAS","ROBBERY","F","<18","M","BLACK",40.6579292690001,-73.901888481,2017
"11300","IDENTITY THFT-1","THEFT-FRAUD","F","25-44","M","BLACK",40.7312092330001,-73.8149072429999,2017
"11301","MISCHIEF,CRIMINAL     UNCLASSIFIED 4TH DEG","CRIMINAL MISCHIEF & RELATED OFFENSES","M","25-44","M","WHITE",40.773968288,-73.9177624129999,2017
"11302","CONTROLLED SUBSTANCE,SALE 3","DANGEROUS DRUGS","F","45-64","M","BLACK",40.674749917,-73.997769895,2017
"11303","RESISTING ARREST","OFFENSES AGAINST PUBLIC ADMINISTRATION","M","25-44","M","BLACK",40.681340936,-73.872559783,2017
"11304","BRIBERY,COMMERCIAL","OFFENSES INVOLVING FRAUD","M","18-24","M","BLACK",40.6491528440001,-73.930103989,2017
"11305","LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED","PETIT LARCENY","M","25-44","M","WHITE",40.790601054,-73.939363092,2017
"11306","RECKLESS ENDANGERMENT 1","MISCELLANEOUS PENAL LAW","F","25-44","M","BLACK",40.6731649180001,-73.9077674599999,2017
"11307","LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED","PETIT LARCENY","M","25-44","F","BLACK",40.72046384,-74.006852204,2017
"11308","CONTROLLED SUBSTANCE,POSSESS. 1","DANGEROUS DRUGS","F","45-64","M","ASIAN / PACIFIC ISLANDER",40.745000297,-73.8701283239999,2017
"11309","ASSAULT 3","ASSAULT 3 & RELATED OFFENSES","M","25-44","M","WHITE",40.8969135410001,-73.873687385,2017
"11310","MARIJUANA, POSSESSION 4 & 5","DANGEROUS DRUGS","M","25-44","F","BLACK",40.8630888160001,-73.860161712,2017
"11311","PUBLIC ADMINISTRATION,UNCLASSIFIED FELONY","MISCELLANEOUS PENAL LAW","F","25-44","M","BLACK",40.6487067690001,-73.905130941,2017
"11312","INTOXICATED DRIVING,ALCOHOL","INTOXICATED & IMPAIRED DRIVING","M","25-44","F","BLACK HISPANIC",40.826438728,-73.950452191,2017
"11313","TRAFFIC,UNCLASSIFIED MISDEMEAN","VEHICLE AND TRAFFIC LAWS","M","25-44","M","WHITE HISPANIC",40.756567585,-73.875931534,2017
"11314","LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED","PETIT LARCENY","M","65+","F","BLACK",40.7207349830001,-73.844435527,2017
"11315","CONTROLLED SUBSTANCE, INTENT TO SELL 5","DANGEROUS DRUGS","F","25-44","M","BLACK",40.7920615020001,-73.939842082,2017
"11316","TRAFFIC,UNCLASSIFIED MISDEMEAN","VEHICLE AND TRAFFIC LAWS","M","25-44","M","ASIAN / PACIFIC ISLANDER",40.632641552,-74.012535627,2017
"11317","THEFT OF SERVICES, UNCLASSIFIED","OTHER OFFENSES RELATED TO THEFT","M","25-44","M","WHITE",40.6706662720001,-73.957975908,2017
"11318","TRAFFIC,UNCLASSIFIED MISDEMEANOR","VEHICLE AND TRAFFIC LAWS","M","25-44","M","BLACK",40.6531581840001,-73.941163831,2017
"11319","PUBLIC ADMINISTATION,UNCLASS MISDEMEAN 4","OFFENSES AGAINST PUBLIC ADMINISTRATION","M","18-24","M","BLACK",40.747266257,-73.9914914,2017
"11320","TRAFFIC,UNCLASSIFIED MISDEMEAN","VEHICLE AND TRAFFIC LAWS","M","18-24","M","BLACK",40.6360152340001,-73.912509906,2017
"11321","MISCHIEF,CRIMINAL     UNCLASSIFIED 4TH DEG","CRIMINAL MISCHIEF & RELATED OFFENSES","M","18-24","M","BLACK",40.743770291,-73.900029837,2017
"11322","WEAPONS POSSESSION 1 & 2","DANGEROUS WEAPONS","F","25-44","M","WHITE HISPANIC",40.8722179000001,-73.860337766,2017
"11323","ASSAULT 3","ASSAULT 3 & RELATED OFFENSES","M","18-24","M","BLACK",40.6830140380001,-73.990208814,2017
"11324","THEFT OF SERVICES, UNCLASSIFIED","OTHER OFFENSES RELATED TO THEFT","M","25-44","M","WHITE HISPANIC",40.6999460910001,-73.9118093069999,2017
"11325","CONTROLLED SUBSTANCE,SALE 3","DANGEROUS DRUGS","F","45-64","M","BLACK",40.759708329,-73.99356177,2017
"11326","ASSAULT 2,1,UNCLASSIFIED","FELONY ASSAULT","F","18-24","M","BLACK",40.7403056100001,-74.007940444,2017
"11327","MARIJUANA, POSSESSION 4 & 5","DANGEROUS DRUGS","M","18-24","F","WHITE HISPANIC",40.82506399,-73.8773972609999,2017
"11328","OBSTR BREATH/CIRCUL","ASSAULT 3 & RELATED OFFENSES","M","25-44","M","BLACK",40.726293088,-73.7347608489999,2017
"11329","LARCENY,GRAND FROM OPEN AREAS,UNCLASSIFIED","GRAND LARCENY","F","25-44","F","BLACK",40.7534640760001,-73.994399743,2017
"11330","MENACING,UNCLASSIFIED","ASSAULT 3 & RELATED OFFENSES","M","18-24","F","WHITE HISPANIC",40.8697647070001,-73.891495476,2017
"11331","TRAFFIC,UNCLASSIFIED MISDEMEAN","VEHICLE AND TRAFFIC LAWS","M","45-64","M","WHITE HISPANIC",40.748002914,-73.9785636839999,2017
"11332","WEAPONS, POSSESSION, ETC","DANGEROUS WEAPONS","M","45-64","M","BLACK HISPANIC",40.7539437890001,-73.859369379,2017
"11333","MARIJUANA, POSSESSION 4 & 5","DANGEROUS DRUGS","M","18-24","M","BLACK",40.803998961,-73.960319058,2017
"11334","CONTROLLED SUBSTANCE,INTENT TO SELL 3","DANGEROUS DRUGS","F","25-44","M","BLACK",40.6695659970001,-73.888576826,2017
"11335","MARIJUANA, POSSESSION 4 & 5","DANGEROUS DRUGS","M","18-24","F","WHITE HISPANIC",40.7978715030001,-73.944116763,2017
"11336","ASSAULT 2,1,UNCLASSIFIED","FELONY ASSAULT","F","25-44","M","WHITE HISPANIC",40.7569505370001,-73.872220214,2017
"11337","MARIJUANA, POSSESSION 4 & 5","DANGEROUS DRUGS","M","25-44","M","BLACK",40.7887212430001,-73.939996774,2017
"11338","ROBBERY,UNCLASSIFIED,OPEN AREAS","ROBBERY","F","<18","M","WHITE HISPANIC",40.8104694190001,-73.955908025,2017
"11339","","","F","45-64","M","BLACK HISPANIC",40.6954689410001,-73.982825079,2017
"11340","TRAFFIC,UNCLASSIFIED MISDEMEAN","VEHICLE AND TRAFFIC LAWS","M","45-64","M","WHITE",40.8118381640001,-73.9611127489999,2017
"11341","TRAFFIC,UNCLASSIFIED MISDEMEAN","VEHICLE AND TRAFFIC LAWS","M","25-44","F","WHITE HISPANIC",40.722020414,-73.8534769039999,2017
"11342","TRAFFIC,UNCLASSIFIED MISDEMEANOR","VEHICLE AND TRAFFIC LAWS","M","25-44","M","BLACK",40.6491694090001,-73.945509815,2017
"11343","LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED","PETIT LARCENY","M","25-44","F","WHITE",40.6904353080001,-73.984769974,2017
"11344","TRAFFIC,UNCLASSIFIED MISDEMEAN","VEHICLE AND TRAFFIC LAWS","M","45-64","M","WHITE HISPANIC",40.6105039880001,-73.9814242959999,2017
"11345","ASSAULT 3","ASSAULT 3 & RELATED OFFENSES","M","<18","F","BLACK",40.710392486,-73.9417192929999,2017
"11346","THEFT OF SERVICES, UNCLASSIFIED","OTHER OFFENSES RELATED TO THEFT","M","25-44","M","BLACK",40.7650240790001,-73.9848359499999,2017
"11347","PUBLIC ADMINISTRATION,UNCLASSIFIED FELONY","MISCELLANEOUS PENAL LAW","F","25-44","M","WHITE",40.7359904680001,-73.855033883,2017
"11348","LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED","PETIT LARCENY","M","<18","M","BLACK",40.5741401280001,-74.106007765,2017
"11349","LARCENY,GRAND FROM OPEN AREAS,UNCLASSIFIED","GRAND LARCENY","F","<18","M","ASIAN / PACIFIC ISLANDER",40.59406298,-73.960868693,2017
"11350","TRESPASS 3, CRIMINAL","CRIMINAL TRESPASS","M","<18","F","BLACK",40.7171862660001,-73.9889123519999,2017
"11351","LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED","PETIT LARCENY","M","45-64","F","BLACK",40.868467378,-73.821582846,2017
"11352","ROBBERY,UNCLASSIFIED,OPEN AREAS","ROBBERY","F","25-44","M","WHITE HISPANIC",40.805324528,-73.910925586,2017
"11353","ROBBERY,UNCLASSIFIED,OPEN AREAS","ROBBERY","F","18-24","M","BLACK",40.6759764020001,-73.963023382,2017
"11354","PUBLIC ADMINISTRATION,UNCLASSIFIED FELONY","MISCELLANEOUS PENAL LAW","F","45-64","M","WHITE HISPANIC",40.6892724580001,-73.943641654,2017
"11355","CONTROLLED SUBSTANCE,SALE 3","DANGEROUS DRUGS","F","45-64","M","BLACK HISPANIC",40.7034614880001,-73.926516148,2017
"11356","FORGERY,ETC.,UNCLASSIFIED-FELONY","FORGERY","F","25-44","M","BLACK HISPANIC",40.864058522,-73.926317007,2017
"11357","THEFT OF SERVICES, UNCLASSIFIED","OTHER OFFENSES RELATED TO THEFT","M","18-24","M","WHITE HISPANIC",40.76229871,-73.98610723,2017
"11358","LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED","PETIT LARCENY","M","45-64","M","BLACK",40.8260235160001,-73.919822692,2017
"11359","THEFT OF SERVICES, UNCLASSIFIED","OTHER OFFENSES RELATED TO THEFT","M","18-24","F","BLACK",40.8121342740001,-73.9041827139999,2017
"11360","CHILD, ENDANGERING WELFARE","SEX CRIMES","M","25-44","F","BLACK",40.670655072,-73.91339092,2017
"11361","ROBBERY,UNCLASSIFIED,OPEN AREAS","ROBBERY","F","<18","M","WHITE HISPANIC",40.838881644,-73.878109049,2017
"11362","LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED","PETIT LARCENY","M","25-44","M","WHITE HISPANIC",40.681340936,-73.872559783,2017
"11363","CONTROLLED SUBSTANCE, POSSESSION 7","DANGEROUS DRUGS","M","45-64","M","WHITE HISPANIC",40.809584138,-73.918050748,2017
"11364","CONTROLLED SUBSTANCE,INTENT TO SELL 3","DANGEROUS DRUGS","F","25-44","M","UNKNOWN",40.750391645,-73.878267351,2017
"11365","CONTROLLED SUBSTANCE,INTENT TO SELL 3","DANGEROUS DRUGS","F","18-24","M","BLACK",40.8817056940001,-73.8621079119999,2017
